case,current_status,aor_date,stream,dependents,province,nationality,residence,visa_office,med_passed_date,add_docs_request_date,rprf_paid_date,ss_start_date,final_decision,final_decision_date,state
45259,e-APR AOR,2018-03-18,FSW-Outland,0,None,Unspecified,Unspecified,Unspecified,Pending,None,2018-03-18,None,None,Pending,Inactive
44504,Medicals Passed,2018-03-18,FSW-Outland,0,None,Egypt,Saudi Arabia,Unspecified,2018-03-25,None,2018-03-18,None,None,Pending,Inactive
43394,Medicals Passed,2018-03-18,FSW-Outland,3,None,Unspecified,Unspecified,Unspecified,2018-03-25,None,2018-03-18,None,None,Pending,Inactive
42598,e-APR AOR,2018-03-18,FSW-Outland,0,None,"Tanzania, United Republic of","Tanzania, United Republic of",Unspecified,Pending,None,2018-03-18,None,None,Pending,Inactive
43013,PPR,2018-03-17,CEC,1,None,Ukraine,Unspecified,Ottawa,2018-03-27,2018-03-23,2018-03-17,None,PPR,2018-05-28,Active
42806,Medicals Passed,2018-03-17,FSW-Outland,4,None,Philippines,UAE,Unspecified,2018-03-24,None,2018-03-17,None,None,Pending,Inactive
46374,PPR,2018-03-17,FSW-Outland,1,None,India,India,Ottawa,2018-03-23,None,2018-03-17,None,PPR,2018-07-18,Active
51122,Medicals Passed,2018-03-17,CEC,1,None,India,Canada,Ottawa,2018-04-12,None,2018-03-17,None,None,Pending,Inactive
50504,PPR,2018-03-17,FSW-Outland,1,None,USA,USA,Unspecified,2018-03-23,None,2018-03-17,None,PPR,2018-07-18,Active
50874,e-APR AOR,2018-03-17,FSW-Outland,1,None,India,India,Unspecified,Pending,None,2018-03-17,None,None,Pending,Inactive
42873,PPR,2018-03-17,PNP-Outland,4,Nova Scotia,Egypt,Egypt,Sydney,2018-03-24,None,2018-04-13,None,PPR,2018-07-06,Active
43997,PPR,2018-03-17,PNP-Outland,3,Saskatchewan,Iran,Iran,Unspecified,2018-03-28,None,2018-03-17,None,PPR,2018-07-08,Active
50418,Medicals Passed,2018-03-17,FSW-Inland,1,None,India,Canada,Unspecified,2018-03-22,None,2018-03-17,None,None,Pending,Inactive
46837,Medicals Passed,2018-03-17,FSW-Outland,1,None,USA,USA,Unspecified,2018-03-23,None,2018-03-17,None,None,Pending,Inactive
45255,PPR,2018-03-17,FSW-Outland,5,None,Zimbabwe,Zimbabwe,Pretoria,2018-03-23,None,2018-03-17,None,PPR,2018-05-16,Active
46064,Medicals Passed,2018-03-17,FSW-Outland,1,None,Iran,Iran,Unspecified,2018-03-22,None,2018-04-26,None,None,Pending,Inactive
74205,Medicals Passed,2018-03-16,FSW-Outland,0,None,Iran,Iran,Paris,2018-03-24,None,2018-03-16,None,None,Pending,Inactive
63047,Medicals Passed,2018-03-16,FSW-Outland,1,None,Iran,Iran,Unspecified,2018-03-25,None,2018-03-16,None,None,Pending,Inactive
54732,e-APR AOR,2018-03-16,FSW-Outland,4,None,India,India,Unspecified,Pending,None,2018-03-16,None,None,Pending,Inactive
57869,e-APR AOR,2018-03-16,PNP-Inland,0,British Columbia,India,Canada,Unspecified,Pending,None,2018-03-16,None,None,Pending,Inactive
43718,Medicals Passed,2018-03-16,FSW-Outland,2,None,India,India,Unspecified,2018-03-23,None,2018-03-16,None,None,Pending,Inactive
50778,Medicals Passed,2018-03-16,FSW-Outland,3,None,Egypt,Saudi Arabia,Vienna,2018-03-23,2018-09-26,2018-03-16,None,None,Pending,Inactive
42188,Medicals Passed,2018-03-16,FSW-Outland,2,None,Algeria,Algeria,Ottawa,2018-03-27,None,2018-03-16,None,None,Pending,Inactive
55600,e-APR AOR,2018-03-16,PNP-Inland,2,None,India,Canada,Unspecified,Pending,None,2018-03-16,None,None,Pending,Inactive
47386,PPR,2018-03-16,FSW-Outland,1,None,Morocco,Morocco,Unspecified,2018-04-05,2018-08-22,2018-03-16,None,PPR,2018-09-05,Active
49993,PPR,2018-03-16,FSW-Outland,0,None,Nigeria,Nigeria,Unspecified,2018-03-23,None,2018-03-16,None,PPR,2018-08-15,Active
47625,Medicals Passed,2018-03-16,PNP-Outland,3,Ontario,Pakistan,Pakistan,Unspecified,2018-05-12,None,2018-03-16,None,None,Pending,Inactive
42268,PPR,2018-03-16,FSW-Outland,1,None,India,India,Ottawa,2018-03-21,None,2018-03-16,None,PPR,2018-08-11,Active
48367,PPR,2018-03-16,FSW-Outland,2,None,India,India,New Delhi,2018-03-23,None,2018-03-16,None,PPR,2018-08-03,Active
42264,PPR,2018-03-16,FSW-Outland,2,None,Morocco,Morocco,Ottawa,2018-03-28,None,2018-03-16,None,PPR,2018-08-02,Active
42218,PPR,2018-03-16,CEC,1,None,USA,Canada,Unspecified,2018-03-30,None,2018-03-16,None,PPR,2018-07-27,Active
42826,PPR,2018-03-16,FSW-Outland,2,None,Dominican Republic,Dominican Republic,Ottawa,2018-04-11,None,2018-04-25,2018-07-16,PPR,2018-07-24,Active
48473,Medicals Passed,2018-03-16,FSW-Outland,0,None,India,India,Unspecified,2018-03-21,None,2018-03-16,None,None,Pending,Inactive
43112,Medicals Passed,2018-03-16,FSW-Outland,3,None,Tunisia,Tunisia,Tunis,2018-03-28,None,2018-03-16,None,None,Pending,Inactive
45777,PPR,2018-03-16,PNP-Outland,4,Ontario,India,India,Ottawa,2018-03-23,None,2018-03-16,None,PPR,2018-07-07,Active
45208,PPR,2018-03-16,CEC,1,None,Nigeria,Canada,Ottawa,2018-03-23,None,2018-03-16,None,PPR,2018-06-26,Active
42283,PPR,2018-03-16,FSW-Outland,2,None,Ukraine,Ukraine,Ottawa,2018-03-22,2018-04-11,2018-04-12,None,PPR,2018-07-05,Active
42116,PPR,2018-03-16,CEC,1,None,India,Canada,Sydney,2018-03-21,None,2018-03-15,None,PPR,2018-06-26,Active
42400,PPR,2018-03-16,CEC,1,None,India,Canada,Ottawa,2018-03-22,None,2018-03-16,None,PPR,2018-05-23,Active
42200,PPR,2018-03-16,FSW-Outland,4,None,Albania,Albania,Vienna,2018-03-23,2018-03-21,2018-03-16,None,PPR,2018-05-15,Active
46118,Medicals Passed,2018-03-16,FSW-Outland,2,None,India,India,Unspecified,2018-03-23,None,2018-03-16,None,None,Pending,Inactive
45149,PPR,2018-03-16,CEC,3,None,China,Canada,Unspecified,2018-03-22,2018-04-04,2018-03-16,None,PPR,2018-04-24,Active
43562,Medicals Passed,2018-03-16,PNP-Inland,2,None,Iran,Canada,Unspecified,2018-03-23,None,2018-03-16,None,None,Pending,Inactive
42419,Medicals Passed,2018-03-16,FSW-Outland,0,None,India,India,Unspecified,2018-03-23,None,2018-03-16,None,None,Pending,Inactive
43142,Medicals Passed,2018-03-16,FSW-Outland,3,None,India,India,Unspecified,2018-03-23,None,2018-03-16,None,None,Pending,Inactive
43031,Medicals Passed,2018-03-16,FSW-Outland,3,None,India,USA,Unspecified,2018-03-22,None,2018-03-16,None,None,Pending,Inactive
42977,Medicals Passed,2018-03-16,FSW-Outland,3,None,Algeria,Algeria,Unspecified,2018-03-27,None,2018-03-16,None,None,Pending,Inactive
42779,PPR,2018-03-15,PNP-Outland,3,Nova Scotia,Albania,Albania,Rome,2019-06-12,2019-05-01,2018-03-15,None,PPR,2019-08-06,Active
64120,Medicals Passed,2018-03-15,PNP-Inland,1,Manitoba,India,Canada,Sydney,2018-07-15,None,2018-02-07,None,None,Pending,Inactive
61128,Medicals Passed,2018-03-15,PNP-Inland,4,None,Serbia,Canada,Unspecified,2018-07-27,None,2018-11-05,2018-07-17,None,Pending,Inactive
51322,PPR,2018-03-15,PNP-Outland,0,Ontario,Pakistan,Pakistan,London,2018-03-22,None,2018-03-15,None,PPR,2018-10-09,Active
39682,Medicals Passed,2018-03-15,FSW-Inland,2,None,Brazil,Canada,Ottawa,2018-03-19,2018-03-19,2018-03-15,None,None,Pending,Inactive
42640,Medicals Passed,2018-03-15,PNP-Outland,3,Ontario,Pakistan,Pakistan,London,2018-03-22,None,2018-03-15,None,None,Pending,Inactive
52047,PPR,2018-03-15,FSW-Outland,1,None,India,USA,Ottawa,2018-03-27,None,2018-03-15,None,PPR,2018-08-02,Active
48450,PPR,2018-03-15,FSW-Outland,0,None,India,India,Unspecified,2018-03-31,2018-04-05,2018-03-15,None,PPR,2018-08-04,Active
44694,PPR,2018-03-15,FSW-Outland,2,None,India,USA,Unspecified,2018-03-21,None,2018-03-15,None,PPR,2018-07-27,Active
50058,PPR,2018-03-15,FSW-Outland,1,None,India,India,Ottawa,2018-03-23,None,2018-03-15,None,PPR,2018-07-20,Active
43923,PPR,2018-03-15,FSW-Outland,1,None,Nigeria,Nigeria,Ottawa,2018-03-22,2018-03-27,2018-03-28,None,PPR,2018-07-20,Active
48563,PPR,2018-03-15,FSW-Outland,2,None,India,India,Ottawa,2018-03-20,None,2018-05-02,None,PPR,2018-07-20,Active
46390,PPR,2018-03-15,FSW-Outland,1,None,India,India,Ottawa,2018-03-22,None,2018-03-15,None,PPR,2018-07-19,Active
42689,PPR,2018-03-15,PNP-Outland,1,Ontario,India,India,New Delhi,2018-03-23,None,2018-03-15,None,PPR,2018-07-16,Active
50635,Medicals Passed,2018-03-15,FSW-Outland,1,None,Unspecified,India,Ottawa,2018-03-23,None,2018-03-15,None,None,Pending,Inactive
42946,PPR,2018-03-15,PNP-Outland,1,Saskatchewan,India,India,New Delhi,2018-03-26,None,2018-04-13,None,PPR,2018-07-06,Active
47809,PPR,2018-03-15,PNP-Outland,4,Ontario,Trinidad and Tobago,Trinidad and Tobago,Port of Spain,2018-03-24,None,2018-03-14,None,PPR,2018-07-06,Active
46886,PPR,2018-03-15,PNP-Outland,2,Nova Scotia,Cambodia,Cambodia,Ottawa,2018-03-23,2018-03-23,2018-03-15,None,PPR,2018-07-07,Active
48646,e-APR AOR,2018-03-15,FSW-Outland,1,None,India,India,New Delhi,Pending,None,2018-03-15,None,None,Pending,Inactive
48209,Medicals Passed,2018-03-15,PNP-Outland,0,New Brunswick,Philippines,Malaysia,Unspecified,2018-03-21,None,2018-03-15,None,None,Pending,Inactive
47666,Medicals Passed,2018-03-15,FSW-Outland,1,None,Nigeria,Nigeria,Unspecified,2018-03-23,None,2018-03-15,None,None,Pending,Inactive
47058,PPR,2018-03-15,CEC,1,None,Kenya,Kenya,Unspecified,2018-03-23,None,2018-03-15,None,PPR,2018-05-25,Active
42141,Medicals Passed,2018-03-15,PNP-Outland,0,None,India,India,Unspecified,2018-03-23,None,2018-03-15,None,None,Pending,Inactive
46169,Medicals Passed,2018-03-15,FSW-Outland,0,None,Unspecified,Unspecified,Unspecified,2018-03-22,None,2018-03-15,None,None,Pending,Inactive
45576,e-APR AOR,2018-03-15,FSW-Outland,0,None,India,India,New Delhi,Pending,None,2018-03-15,None,None,Pending,Inactive
45409,PPR,2018-03-15,FSW-Outland,5,None,Zimbabwe,Zimbabwe,Pretoria,2018-03-21,None,2018-04-26,None,PPR,2018-05-03,Active
43410,PPR,2018-03-15,FSW-Inland,0,None,India,Canada,Unspecified,2018-04-03,None,2018-03-15,None,PPR,2018-05-02,Active
42934,PPR,2018-03-15,FSW-Outland,4,None,India,USA,Ottawa,2018-03-22,None,2018-03-15,None,PPR,2018-04-26,Active
45204,PPR,2018-03-15,CEC,2,None,India,Canada,Ottawa,2018-03-21,None,2018-03-21,None,PPR,2018-04-30,Active
44988,Medicals Passed,2018-03-15,FSW-Outland,0,None,India,India,Unspecified,2018-03-17,None,2018-03-15,None,None,Pending,Inactive
44090,Medicals Passed,2018-03-15,FSW-Inland,0,None,India,Canada,Unspecified,2018-04-01,None,2018-03-15,None,None,Pending,Inactive
44066,Medicals Passed,2018-03-15,CEC,0,None,India,India,Unspecified,2018-04-04,None,2018-03-15,None,None,Pending,Inactive
43743,Medicals Passed,2018-03-15,FSW-Outland,0,None,Senegal,Switzerland,Unspecified,2018-03-23,None,2018-03-15,None,None,Pending,Inactive
43422,Medicals Passed,2018-03-15,FSW-Outland,2,None,India,India,Unspecified,2018-03-23,None,2018-03-15,None,None,Pending,Inactive
42673,Medicals Passed,2018-03-15,FSW-Outland,0,None,India,India,Unspecified,2018-03-22,None,2018-03-15,None,None,Pending,Inactive
47968,Medicals Passed,2018-03-14,FSW-Outland,3,None,Russia,Russia,Unspecified,2018-03-22,None,2018-03-14,None,None,Pending,Active
76462,Refused,2018-03-14,FSW-Outland,1,None,India,USA,Sydney,2018-04-26,None,2018-03-14,None,Refused,2019-05-30,Active
44183,PPR,2018-03-14,FSW-Outland,1,None,India,India,Sydney,2018-03-21,2018-03-22,2018-03-14,None,PPR,2019-04-08,Active
46929,PPR,2018-03-14,CEC,0,None,France,Canada,Sydney,2018-03-21,None,2018-03-14,None,PPR,2019-03-11,Active
54300,PPR,2018-03-14,FSW-Outland,0,None,Costa Rica,Costa Rica,Unspecified,2018-03-20,None,2018-03-14,None,PPR,2018-12-31,Active
42939,PPR,2018-03-14,FSW-Outland,1,None,Iran,Iran,Ottawa,2018-03-21,None,2018-03-14,None,PPR,2018-11-02,Active
45014,PPR,2018-03-14,FSW-Outland,1,None,South Korea,South Korea,Ottawa,2018-03-24,2018-09-09,2018-03-14,None,PPR,2018-10-15,Active
52318,PPR,2018-03-14,PNP-Outland,5,Nova Scotia,Pakistan,Saudi Arabia,London,2018-03-21,2018-10-04,2018-03-14,None,PPR,2018-10-18,Active
44445,Medicals Passed,2018-03-14,FSW-Outland,2,None,Nigeria,USA,Unspecified,2018-03-22,2018-04-24,2018-03-14,None,None,Pending,Inactive
42039,PPR,2018-03-14,FSW-Outland,1,None,India,India,Sydney,2018-03-21,None,2018-03-14,None,PPR,2018-06-27,Active
51377,Medicals Passed,2018-03-14,CEC,1,None,India,Canada,Ottawa,2018-03-21,None,2018-03-14,None,None,Pending,Inactive
46397,PPR,2018-03-14,CEC,1,None,India,Canada,Ottawa,2018-03-19,2018-03-19,2018-03-14,None,PPR,2018-07-19,Active
50948,PPR,2018-03-14,CEC,0,None,Nigeria,Canada,Ottawa,2018-03-23,None,2018-03-14,None,PPR,2018-07-19,Active
42120,PPR,2018-03-14,PNP-Outland,2,Ontario,India,India,Ottawa,2018-03-21,None,2018-03-14,None,PPR,2018-07-06,Active
44043,PPR,2018-03-14,CEC,2,None,Venezuela (Bolivarian Republic of),Canada,Ottawa,2018-03-21,None,2018-03-14,None,PPR,2018-06-28,Active
46676,PPR,2018-03-14,PNP-Outland,3,Ontario,Philippines,Philippines,Ottawa,2018-03-23,None,2018-03-14,None,PPR,2018-07-07,Active
44447,PPR,2018-03-14,FSW-Outland,1,None,Morocco,Morocco,Unspecified,2018-03-26,None,2018-03-14,None,PPR,2018-06-22,Active
46496,Medicals Passed,2018-03-14,FSW-Outland,1,None,India,India,Unspecified,2018-03-21,None,2018-03-14,None,None,Pending,Inactive
42057,PPR,2018-03-14,FSW-Outland,5,None,Nigeria,Nigeria,Unspecified,2018-03-22,2018-04-26,2018-04-26,None,PPR,2018-05-16,Active
42166,Refused,2018-03-14,PNP-Outland,1,Ontario,India,Singapore,Unspecified,Pending,None,2018-03-14,None,Refused,2018-03-21,Active
45686,Medicals Passed,2018-03-14,FSW-Outland,3,None,Philippines,Philippines,Unspecified,2018-03-23,None,2018-03-13,None,None,Pending,Inactive
42317,PPR,2018-03-14,FSW-Outland,3,None,India,India,Ottawa,2018-03-21,None,2018-03-14,None,PPR,2018-04-30,Active
44391,Medicals Passed,2018-03-14,FSW-Inland,0,None,Brazil,Brazil,Unspecified,2018-04-12,None,2018-03-24,None,None,Pending,Inactive
42099,Medicals Passed,2018-03-14,FSW-Outland,1,None,Jamaica,Jamaica,Unspecified,2018-03-21,None,2018-03-14,None,None,Pending,Inactive
42081,Medicals Passed,2018-03-14,PNP-Inland,1,Nova Scotia,South Korea,Canada,Unspecified,2018-03-22,2018-03-23,2018-03-14,None,None,Pending,Inactive
42179,Medicals Passed,2018-03-14,FSW-Outland,3,None,India,India,Unspecified,2018-03-21,None,2018-03-14,None,None,Pending,Inactive
42237,e-APR AOR,2018-03-14,CEC,0,None,India,India,Unspecified,Pending,None,2018-03-14,None,None,Pending,Inactive
42191,e-APR AOR,2018-03-14,FSW-Outland,0,None,India,India,Unspecified,Pending,None,2018-03-14,None,None,Pending,Inactive
41940,PPR,2018-03-13,FSW-Outland,1,None,Iran,Iran,Ottawa,2018-03-22,2018-07-13,2018-04-29,2018-08-01,PPR,2019-03-27,Active
44492,Medicals Passed,2018-03-13,FSW-Outland,0,None,Ghana,United Kingdom,Unspecified,2018-03-23,None,2018-03-09,None,None,Pending,Inactive
55883,Medicals Passed,2018-03-13,CEC,0,None,Germany,Canada,Unspecified,2018-03-13,None,2018-03-13,None,None,Pending,Inactive
45880,Medicals Passed,2018-03-13,FSW-Outland,1,None,India,India,Unspecified,2018-03-19,None,2018-03-13,None,None,Pending,Inactive
42157,Medicals Passed,2018-03-13,FSW-Outland,1,None,India,India,Unspecified,2018-05-18,None,2018-03-13,None,None,Pending,Inactive
44450,PPR,2018-03-13,FSW-Inland,0,None,India,Canada,Ottawa,2018-03-20,None,2018-04-23,None,PPR,2018-08-06,Active
44212,PPR,2018-03-13,FSW-Outland,2,None,India,India,Ottawa,2018-03-21,None,2018-04-24,None,PPR,2018-07-18,Active
47253,PPR,2018-03-13,CEC,1,None,India,Canada,Unspecified,2018-03-21,None,2018-03-12,None,PPR,2018-07-17,Active
47317,e-APR AOR,2018-03-13,CEC,0,None,India,India,Unspecified,Pending,None,2018-03-13,None,None,Pending,Inactive
43498,Medicals Passed,2018-03-13,FSW-Outland,1,None,Algeria,Unspecified,Unspecified,2018-03-20,None,2018-03-13,None,None,Pending,Inactive
42251,Medicals Passed,2018-03-13,FSW-Outland,5,None,Egypt,Saudi Arabia,Ottawa,2018-03-20,2018-04-25,2018-03-13,None,None,Pending,Inactive
47893,Medicals Passed,2018-03-13,FSW-Outland,4,None,Yemen,United Kingdom,Unspecified,2018-03-30,None,2018-03-13,None,None,Pending,Inactive
42064,PPR,2018-03-13,FSW-Outland,4,None,Nigeria,Nigeria,Unspecified,2018-03-21,None,2018-03-13,None,PPR,2018-04-26,Active
43292,e-APR AOR,2018-03-13,FSW-Outland,0,None,China,China,Unspecified,Pending,None,2018-03-13,None,None,Pending,Inactive
42049,Medicals Passed,2018-03-13,FSW-Outland,0,None,India,India,New Delhi,2018-03-21,None,2018-03-13,None,None,Pending,Inactive
42587,Medicals Passed,2018-03-13,PNP-Inland,3,British Columbia,USA,USA,Unspecified,2018-03-21,None,2018-03-13,None,None,Pending,Inactive
42580,Medicals Passed,2018-03-13,FSW-Outland,4,None,India,India,Unspecified,2018-03-20,None,2018-03-13,None,None,Pending,Inactive
74128,e-APR AOR,2018-03-12,PNP-Inland,1,None,India,Canada,Vancouver,Pending,None,2018-03-12,None,None,Pending,Inactive
55231,Medicals Passed,2018-03-12,FSW-Outland,1,None,South Korea,South Korea,Unspecified,2018-04-06,None,2018-03-12,None,None,Pending,Inactive
45508,PPR,2018-03-12,FSW-Outland,0,None,"Tanzania, United Republic of","Tanzania, United Republic of",Unspecified,2018-03-26,2018-08-07,2018-03-12,None,PPR,2018-09-14,Active
42757,Medicals Passed,2018-03-12,FSW-Outland,2,None,India,UAE,Unspecified,2018-03-20,None,2018-03-12,None,None,Pending,Inactive
42368,PPR,2018-03-12,FSW-Outland,5,None,Nigeria,Nigeria,Ottawa,2018-03-21,None,2018-03-12,None,PPR,2018-05-15,Active
42078,PPR,2018-03-12,FSW-Outland,3,None,India,India,Ottawa,2018-03-19,None,2018-03-12,None,PPR,2018-04-30,Active
43628,Medicals Passed,2018-03-12,CEC,0,None,India,India,Unspecified,2018-03-21,None,2018-03-12,None,None,Pending,Inactive
42063,Medicals Passed,2018-03-12,CEC,0,None,India,Canada,Unspecified,2018-03-19,None,2018-03-12,None,None,Pending,Inactive
42318,PPR,2018-03-12,FSW-Outland,2,None,India,USA,Unspecified,2018-03-20,None,2018-03-12,None,PPR,2018-03-28,Active
41872,e-APR AOR,2018-03-12,FSW-Outland,0,None,India,India,Unspecified,Pending,None,2018-03-12,None,None,Pending,Inactive
52892,PPR,2018-03-11,FSW-Outland,0,None,India,India,New Delhi,2018-03-20,None,2018-03-11,None,PPR,2018-08-03,Active
41827,Medicals Passed,2018-03-11,FSW-Outland,0,None,India,USA,Unspecified,2018-03-21,None,2018-03-11,None,None,Pending,Inactive
49067,Medicals Passed,2018-03-11,FSW-Outland,1,None,Belarus,Poland,Unspecified,2018-03-22,None,2018-03-11,None,None,Pending,Inactive
45904,Medicals Passed,2018-03-11,FSW-Outland,3,None,India,Hong Kong,Ottawa,2018-03-19,None,2018-03-11,None,None,Pending,Inactive
42782,PPR,2018-03-11,CEC,1,None,Brazil,Canada,Ottawa,2018-03-20,None,2018-04-06,None,PPR,2018-04-18,Active
77731,PPR,2018-03-10,FSW-Outland,2,None,India,India,Ottawa,2018-03-20,None,2018-03-10,None,PPR,2018-06-20,Active
44597,Medicals Passed,2018-03-10,FSW-Outland,1,None,India,USA,Ottawa,2018-03-25,None,2018-03-10,None,None,Pending,Inactive
47319,PPR,2018-03-10,CEC,2,None,Nigeria,Canada,Unspecified,2018-07-11,None,2018-03-10,None,PPR,2018-07-11,Active
46681,PPR,2018-03-10,FSW-Outland,1,None,India,India,Ottawa,2018-03-18,None,2018-03-10,None,PPR,2018-07-10,Active
41779,PPR,2018-03-10,FSW-Outland,3,None,India,Bahrain,Abu Dhabi,2018-03-16,2018-03-16,2018-03-10,None,PPR,2018-04-30,Active
47248,Medicals Passed,2018-03-10,FSW-Outland,2,None,India,India,Unspecified,2018-03-23,None,2018-03-10,None,None,Pending,Inactive
41729,PPR,2018-03-10,FSW-Outland,2,None,India,USA,Unspecified,2018-04-20,None,2018-03-10,None,PPR,2018-05-01,Active
43069,PPR,2018-03-10,FSW-Outland,4,None,Nigeria,Nigeria,Ottawa,2018-03-20,None,2018-03-10,None,PPR,2018-04-26,Active
45112,PPR,2018-03-10,FSW-Outland,5,None,South Korea,South Korea,Unspecified,2018-03-20,None,2018-03-10,None,PPR,2018-04-27,Active
42978,PPR,2018-03-10,CEC,4,None,Philippines,Canada,Unspecified,2018-03-17,None,2018-03-10,None,PPR,2018-04-18,Active
43307,Medicals Passed,2018-03-10,CEC,3,None,India,Canada,Unspecified,2018-03-19,None,2018-03-09,None,None,Pending,Inactive
43251,Medicals Passed,2018-03-10,FSW-Outland,2,None,India,India,Unspecified,2018-03-10,None,2018-03-10,None,None,Pending,Inactive
42621,Medicals Passed,2018-03-10,FSW-Outland,2,None,India,India,Unspecified,2018-03-20,None,2018-03-10,None,None,Pending,Inactive
42359,e-APR AOR,2018-03-10,FSW-Outland,0,None,India,India,Unspecified,Pending,None,2018-03-10,None,None,Pending,Inactive
41781,e-APR AOR,2018-03-10,FSW-Outland,1,None,India,USA,Unspecified,Pending,None,2018-03-10,None,None,Pending,Inactive
41746,PPR,2018-03-09,FSW-Outland,1,None,Russia,Russia,Ottawa,2018-03-20,None,2018-03-09,None,PPR,2018-08-22,Active
43110,PPR,2018-03-09,FSW-Outland,1,None,Pakistan,Pakistan,Ottawa,2018-03-17,None,2018-03-09,None,PPR,2018-08-10,Active
41723,PPR,2018-03-09,FSW-Outland,2,None,India,USA,Ottawa,2018-03-15,None,2018-03-09,None,PPR,2018-07-05,Active
48042,PPR,2018-03-09,PNP-Outland,2,Ontario,Philippines,Philippines,Manila,2018-03-16,None,2018-04-06,None,PPR,2018-06-26,Active
48789,Medicals Passed,2018-03-09,FSW-Outland,0,None,Pakistan,UAE,Unspecified,2018-03-16,None,2018-03-09,None,None,Pending,Inactive
42000,PPR,2018-03-09,CEC,1,None,India,Canada,Unspecified,2018-03-15,None,2018-03-09,None,PPR,2018-05-29,Active
46589,Medicals Passed,2018-03-09,FSW-Outland,3,None,India,India,New Delhi,2018-03-20,None,2018-03-09,None,None,Pending,Inactive
45289,Medicals Passed,2018-03-09,CEC,0,None,Bangladesh,Canada,Unspecified,2018-03-16,None,2018-03-09,None,None,Pending,Inactive
41774,Refused,2018-03-09,FSW-Outland,4,None,India,Saudi Arabia,Unspecified,2018-03-16,None,2018-03-09,None,Refused,2018-04-26,Active
41869,PPR,2018-03-09,CEC,2,None,India,Canada,Unspecified,2018-03-15,None,2018-03-08,None,PPR,2018-04-18,Active
41745,PPR,2018-03-09,FSW-Outland,3,None,India,India,Ottawa,2018-03-16,None,2018-03-09,None,PPR,2018-04-27,Active
42581,PPR,2018-03-09,PNP-Outland,1,None,China,China,Hong Kong SAR,2018-03-18,None,2018-03-09,None,PPR,2018-04-19,Active
44448,Medicals Passed,2018-03-09,CEC,2,None,India,Canada,Unspecified,2018-03-19,None,2018-03-09,None,None,Pending,Inactive
42339,PPR,2018-03-09,PNP-Outland,3,None,Unspecified,Unspecified,Ottawa,2018-03-16,None,2018-03-09,None,PPR,2018-04-17,Active
